Comments
 Needs a large recycling bin on wheels
 Please lower the temp in the 5th floor northern lights training room.  ; Category: Other ; Floor: FL05       - Floor 5
 hand sanitizer dispensers in the main lobby need refilling
 There is a light out in the ladies washroom
 It is too cold.
" It's very cold on the 5th floor, please send someone to adjust the temperature."
